year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
2nd Year,bfa009ceba4b,c list the various asymptotic notations,c) List the various asymptotic notations?,DATA STRUCTURE,2nd-year.pdf,2,7551
2nd Year,28eef2bb3cee,c what is circular queue,c) What is circular Queue?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,2,8101
2nd Year,ea4e6c11f331,circular queue,circular queue?,DATA STRUCTURE,2nd-year.pdf,2,7591
2nd Year,ea4e6c11f331,circular queue,circular queue?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,2,8102
2nd Year,55d4dd5f06ad,create a min heap for the following,Create a min heap for the following,DATA STRUCTURE,2nd-year.pdf,2,7650
2nd Year,ea484037d25f,describe briefly,Describe briefly,(1) TCS/TIT-401/2800/8,2nd-year.pdf,2,3096
2nd Year,f057205ec555,describe its significance,Describe its significance,(OSSO 0,2nd-year.pdf,2,3253
2nd Year,72f16ec1c459,discuss bus transfer,Discuss Bus transfer.,TCS /TIT- 401,2nd-year.pdf,2,3066
2nd Year,f4f9c49ff24a,discuss ieee standard for floating point number xoca lewan juo ni belli ed of of lo,Discuss IEEE standard for floating point number. Xoca lewan juo ni belli ed of of lo,(1) TCS/TIT-401/2800/8,2nd-year.pdf,2,3089
2nd Year,ddd1dd6f637e,discuss its operating principle,Discuss its operating principle.,(OSSO 0,2nd-year.pdf,2,3251
2nd Year,bed6140ec0cb,e what is circular queue,e) What is circular Queue?,DATA STRUCTURE,2nd-year.pdf,2,7590
2nd Year,47e4134fb742,evilsle,evilsle?: (i),(OSSO 0,2nd-year.pdf,2,3294
2nd Year,c3499c272973,example,example?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,2,8111
2nd Year,f7c1380a0d71,explain,Explain.,Q4.,2nd-year.pdf,2,5311
2nd Year,f7c1380a0d71,explain,Explain.,ST021_005 | 103.170.7,2nd-year.pdf,2,1724
2nd Year,ae29afd5151b,explain all stack operations with,Explain all stack operations with,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,2,8110
2nd Year,bb37aef61d1e,explain big oh notations along,Explain Big Oh notations along,DATA STRUCTURE,2nd-year.pdf,2,7551
2nd Year,930e012f81a4,explain division method to compute the hash,Explain division method to compute the hash,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,2,8081
2nd Year,b56e4087d112,explain how,Explain how,DATA STRUCTURE,2nd-year.pdf,2,7632
2nd Year,3891f9da0be2,explain logical shift,"Explain logical shift,",TCS /TIT- 401,2nd-year.pdf,2,3044
2nd Year,c6c405ecbc66,explain matrix and linked list representation,Explain matrix and linked list representation,DATA STRUCTURE,2nd-year.pdf,2,7612
2nd Year,1767b3ef6bd4,explain the need of memory hierarchy with the help of a block diagram,(a) Explain the need of memory hierarchy with the help of a block diagram?,(OSSO 0,2nd-year.pdf,2,3265
2nd Year,26db8b130c4d,explain the role played by it,Explain the role played by it.,(1) TCS/TIT-401/2800/8,2nd-year.pdf,2,3106
2nd Year,236057092819,explain with suitable example,Explain with suitable example.,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,2,2357
2nd Year,4e1ac18c9e64,f what is queue,f) What is queue?,DATA STRUCTURE,2nd-year.pdf,2,7591
2nd Year,ed95797c4049,f what is stack,f) What is stack?,DATA STRUCTURE,2nd-year.pdf,2,7562
2nd Year,0cdfb8d6e92e,helasms a noe what do you mean by control unit,helasms2 A) (veolonyos ngisimmoin!) noe! @ (a) What do you mean by Control unit?,(1) TCS/TIT-401/2800/8,2nd-year.pdf,2,3095
2nd Year,0b064373fb4d,how,How,-X-,2nd-year.pdf,2,3363
2nd Year,41aef8539250,how it is different from selection sort,How it is different from Selection Sort?,DATA STRUCTURE,2nd-year.pdf,2,7632
2nd Year,150cb0225349,how many bits are there in the tag index block,"How many bits are there in the tag, index, block,",(OSSO 0,2nd-year.pdf,2,3286
2nd Year,45df6d02ccad,information at one place,information at one place?,(OSSO 0,2nd-year.pdf,2,3268
2nd Year,f820e82d7753,lgexebni es diwxobal,1912lgexebni es diwxobal (vi),(OSSO 0,2nd-year.pdf,2,3296
2nd Year,2953108b9c5d,of successive iterations,of successive iterations?,(OSSO 0,2nd-year.pdf,2,3329
2nd Year,fe05bcdcdc49,one,one?,-X-,2nd-year.pdf,2,3381
2nd Year,81f72a0dd81e,s non titi t,008S1 NON-TITI 29T,81.008S1 NON-TITI 29T,2nd-year.pdf,2,3144
2nd Year,92504616ed59,sequence,Sequence?,(1) TCS/TIT-401/2800/8,2nd-year.pdf,2,3106
2nd Year,2fbbc6ce1634,sibbe,sibbe,(OSSO 0,2nd-year.pdf,2,3268
2nd Year,0d5fffe42bcf,steps b what is graph,steps. b) (i) What is Graph?,DATA STRUCTURE,2nd-year.pdf,2,7612
2nd Year,534e8c894772,t o,T.O.,P.T.O.,2nd-year.pdf,2,4791
2nd Year,c95ee47689a0,tech,Tech. (Information Technology) (4TH Semester),TCS /TIT- 401,2nd-year.pdf,2,3005
2nd Year,ff934450b61c,the address field has,The address field has,81.008S1 NON-TITI 29T,2nd-year.pdf,2,3205
2nd Year,e374107a51a3,viomem ni blows gnino,viomem ni blows gnino?,TCS /TIT- 401,2nd-year.pdf,2,3072
2nd Year,240f1cf32996,what do you mean by inter register transfer,(c) What do you mean by inter-register transfer?,TCS /TIT- 401,2nd-year.pdf,2,3064
2nd Year,333a556c0917,what do you mean by threaded binary tree,What do you mean by Threaded Binary Tree?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,2,8064
2nd Year,918c71279c0a,what is an interrupt,(ii) What is an interrupt?,(OSSO 0,2nd-year.pdf,2,3253
2nd Year,4270e807060a,what is dma scheme of data transfer,What is DMA scheme of data transfer?,(OSSO 0,2nd-year.pdf,2,3249
2nd Year,e7f1bedb8f8f,what is shift micro operation,(a) What is shift micro operation?,TCS /TIT- 401,2nd-year.pdf,2,3044
2nd Year,e0f9eb6d17ac,what is the,What is the,(OSSO 0,2nd-year.pdf,2,3265
2nd Year,4e57a2c724b0,why it is known as fifo,Why it is known as FIFO?,DATA STRUCTURE,2nd-year.pdf,2,7591
2nd Year,e7e580b2b345,why it is known as lifo,Why it is known as LIFO?,DATA STRUCTURE,2nd-year.pdf,2,7562
2nd Year,deae0e93e6ec,write a c code to insert an element in,Write a C code to insert an element in,DATA STRUCTURE,2nd-year.pdf,2,7590
2nd Year,deae0e93e6ec,write a c code to insert an element in,Write a C code to insert an element in,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,2,8101
2nd Year,e2d28adbf884,write a c program,Write a C program,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,2,8115
2nd Year,ac288a286cd8,write algorithm of push and,Write algorithm of PUSH and,DATA STRUCTURE,2nd-year.pdf,2,7562
2nd Year,6ce5f8b9db75,write an,Write an,DATA STRUCTURE,2nd-year.pdf,2,7591
2nd Year,8755a5ad96b2,write the various properties of b tree,Write the various properties of B- Tree.,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,2,8111
2nd Year,86f7e437faa5,a,A,172-A,2nd-year.pdf,1,3796
2nd Year,86f7e437faa5,a,a),UNIT V,2nd-year.pdf,1,6088
2nd Year,fd7086d6e394,a aa,>a | Aa,☐ Q0,2nd-year.pdf,1,4787
2nd Year,224fae39d8d5,a bi ows,801 (ii) {a'bi≥ 1ows,DS-1071],2nd-year.pdf,1,5611
2nd Year,2083215ecf8f,a d converter poson are what are its main advantages and disadvantages,A/D converter. Poson are 2109007 What are its main advantages and disadvantages?,G3949,2nd-year.pdf,1,2952
2nd Year,d40c3bc4ad93,a discuss the major security challenges faced by wireless technology,a) Discuss the major security challenges faced by wireless technology?,CST006_005 | 103.170.70.207,2nd-year.pdf,1,7468
2nd Year,81b05b3b5fc2,a what are the major costs of cybercrime for organizations,a) What are the major costs of cybercrime for organizations?,CST0,2nd-year.pdf,1,7375
2nd Year,4819f7d6ceaa,a what do you understand by quality of service,a) (i) What do you understand by Quality of Service?,CST021_005 |,2nd-year.pdf,1,1762
2nd Year,a3549a292160,a what is a flip flop,a) What is a flip-flop?,= AC + B��,2nd-year.pdf,1,9280
2nd Year,0b976267b93c,a what is addressing mode,a) What is addressing mode?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2385
2nd Year,bb127a73f422,a what is cache coherence,a). What is cache coherence?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2404
2nd Year,715becfbe5d4,a what is cyber forensics,a) What is cyber forensics?,CST0,2nd-year.pdf,1,7361
2nd Year,715becfbe5d4,a what is cyber forensics,a) What is cyber forensics?,CYBER SECURITY,2nd-year.pdf,1,7267
2nd Year,b5c4bc0d0e07,a what is rom,a) What is ROM?,= AC + B��,2nd-year.pdf,1,9308
2nd Year,2d6bb6bbf155,a what is rtl,a) What is RTL?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2347
2nd Year,b7b8756af251,a what is the difference between snooping and spoofing,a) What is the difference between snooping and spoofing?,CST006_005 | 103.170.70.207,2nd-year.pdf,1,7448
2nd Year,db1224ce4f29,a what is the importance of cyber security regulations and laws,a) What is the importance of cyber security regulations and laws?,CYBER SECURITY,2nd-year.pdf,1,7302
2nd Year,fa975396fda2,a what is transaction,a) What is Transaction?,TCS-404/1880/4,2nd-year.pdf,1,3984
2nd Year,e0c9035898dd,aa,>Aa,☐ Q0,2nd-year.pdf,1,4777
2nd Year,2388c6e3df7e,aaa b c,>aaA|B|C,☐ Q0,2nd-year.pdf,1,4772
2nd Year,314b63d63cc1,ab aab,> AB | aaB,☐ Q0,2nd-year.pdf,1,4785
2nd Year,1ada123cb030,account which ones are exported,account. Which ones are exported?,"(SEM. IV) EXAMINATION, 2012 UNIX & SHELL PROGRAMMING",2nd-year.pdf,1,7108
2nd Year,78a696b3192a,admin what do you understand by the term dbms explain with a suitable diagram,admin (A) What do you understand by the term DBMS explain with a suitable diagram?,5X4,2nd-year.pdf,1,8704
2nd Year,3bac21d8be5e,advantages disadvantages,advantages & disadvantages?,Q4.,2nd-year.pdf,1,4952
2nd Year,9a53b0819e7b,algorithm,algorithm?,COMPUTER ORGANIZATION,2nd-year.pdf,1,1836
2nd Year,f12522613125,algorithm what are firewalls,algorithm.  (ii) What are firewalls?,CST021_005 |,2nd-year.pdf,1,1777
2nd Year,798a181871b3,also beer explain the concept,"Also, 3200 beer explain the concept",DS-1068],2nd-year.pdf,1,6692
2nd Year,44e499f73919,also describe collision resolution techniques with,Also describe collision resolution techniques with,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8442
2nd Year,e57ac059c3ad,also discuss the von neumann bottleneck,"Also, discuss the Von Neumann bottleneck.",SECTION A,2nd-year.pdf,1,2038
2nd Year,2bd91698f7c8,amendments,amendments?,CST0,2nd-year.pdf,1,7409
2nd Year,098f0f62d0fe,an array,an array?,UNIT - IV,2nd-year.pdf,1,6824
2nd Year,e5c7f5ce1247,and diagram c what is stack organization,and diagram. c) What is stack organization?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2350
2nd Year,2021ca417e68,and find the moments about the mean and measure the kurtosis,36 and 10.88.Find  the moments about the mean and measure the kurtosis.,MATHEMATICS III/IV,2nd-year.pdf,1,720
2nd Year,ad2384feebd7,and st,and st,G3949,2nd-year.pdf,1,2919
2nd Year,1b992db01de0,answer any two parts of the following,170.70.207 | 18/06/2025 12Answer any two parts of the following. (10x2= 20),ST021_005 | 103.170.7,2nd-year.pdf,1,1733
2nd Year,1b992db01de0,answer any two parts of the following,170.70.207 | 18/06/202Answer any two parts of the following. (10x2= 20),CST021_005 |,2nd-year.pdf,1,1760
2nd Year,1b992db01de0,answer any two parts of the following,170.70.207 | 2Answer any two parts of the following.,CST0,2nd-year.pdf,1,7366
2nd Year,92545cf62ceb,answer any two parts of the following a what is a flip flop,Answer any two parts of the following. (10x2= 20) a) (i) What is a flip-flop?,DIGITAL ELECTRONICS,2nd-year.pdf,1,9510
2nd Year,b7d392a5fd39,arbitration process used for dma,arbitration process used for DMA?,COMPUTER ORGANIZATION,2nd-year.pdf,1,1825
2nd Year,ed74347a0912,array for representation of binary tree,array for representation of binary tree?,UNIT - V,2nd-year.pdf,1,6917
2nd Year,2a485a2f5abb,asbb aab,>aSbb | aab.,Q4.,2nd-year.pdf,1,4844
2nd Year,a2cbdf8c0511,asic design,ASIC design?,TCS-301 (CSE) - DISCRETE STRUCTURES,2nd-year.pdf,1,8986
2nd Year,055456c884f1,asynchronous data transfer,asynchronous data transfer.?,[P.T.O.],2nd-year.pdf,1,1883
2nd Year,bba2a95df024,asynchronous i o techniques,& asynchronous I/O techniques?,BEET-404/BITT-404,2nd-year.pdf,1,4906
2nd Year,9791cee1c552,at x y z,001 at x = y=z=1.,STATISTICAL TECHNIQUES,2nd-year.pdf,1,770
2nd Year,eff23463dd3b,attempt any four parts of the following,Attempt any FOUR parts of the following,5X4,2nd-year.pdf,1,8716
2nd Year,eff23463dd3b,attempt any four parts of the following,Attempt any FOUR parts of the following.,NOTE:,2nd-year.pdf,1,8698
2nd Year,7c41fdc5869d,attempt any four questions trigiera no pinqui eo a to laskontoy ent,6 89 Attempt any four questions: trigiera & no pinqui eo a to laskontoy enT,COMPUTER BASED NUMERICAL STATISTICAL,2nd-year.pdf,1,1386
2nd Year,618e82323171,attempt any two parts of the following,Attempt any TWO parts of the following,5X4,2nd-year.pdf,1,8738
2nd Year,0bbfa2d128d8,average access time of the notourani system considering only memory read cycles,average access time of the notourani system considering only memory read cycles?,DS-1067],2nd-year.pdf,1,6376
2nd Year,e9d71f5ee7c9,b,> b,☐ Q0,2nd-year.pdf,1,4789
2nd Year,5049ac89bd7c,b draw all possible binary tree with nodes c what is searching,b) Draw all possible binary Tree with 3 nodes ( 10 marks) c) What is searching?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8277
2nd Year,f385915efdc3,b evaluate the indian national cyber security policy,b) Evaluate the Indian National Cyber Security Policy.,CST0,2nd-year.pdf,1,7409
2nd Year,254436e982eb,b explain hashing,b) Explain hashing?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8442
2nd Year,27a207217110,b how can you trace the mindset of hackers cyber criminals,b) How can you trace the mindset of hackers & cyber criminals?,CST006_005 | 103.170.70.207,2nd-year.pdf,1,7479
2nd Year,e4d607747b72,b in quick sort how pivot is chosen,b) In quick sort how pivot is chosen?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8304
2nd Year,d14fb9b9892e,b what are cyber threats,b) What are Cyber threats?,CYBER SECURITY,2nd-year.pdf,1,7258
2nd Year,cf63be6a4460,b what are different routing algorithms,b) What are different routing algorithms?,CST021_005 |,2nd-year.pdf,1,1756
2nd Year,db5ba3f228d8,b what are the special techniques for forensics auditing,b) What are the special techniques for forensics auditing?,CST006_005 | 103.170.70.207,2nd-year.pdf,1,7460
2nd Year,27e17cb91b3d,b what is a view,b) What is a view?,TCS-404/1880/4,2nd-year.pdf,1,3990
2nd Year,b0dfb53aede8,b what is auxiliary memory,b) What is auxiliary memory?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2365
2nd Year,d7a92d28825c,b what is direct memory access,b) What is Direct Memory Access?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2379
2nd Year,36c8220d6647,b what is graph,b) What is graph?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8290
2nd Year,c835c75d0dc0,b what is hardwired control,b) What is hardwired control?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2406
2nd Year,4a29b73ef128,b what is osi model,b) What is OSI model?,ST021_005 | 103.170.7,2nd-year.pdf,1,1728
2nd Year,a368213e62de,b why are nand and nor gates called universal gates,b) Why are NAND and NOR gates called universal gates?,DIGITAL ELECTRONICS,2nd-year.pdf,1,9488
2nd Year,4e6af97aa467,begheep of of separate chaining what do you mean by open addressing v,begheep of of separate chaining. What do you mean by open addressing?v,RU1474 [10×2=20],2nd-year.pdf,1,7997
2nd Year,c59f19460a28,better than binary tree,better than binary tree?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8312
2nd Year,4530a5d898f4,between integration testing and system testing,between integration testing and system testing?,P.T.O.,2nd-year.pdf,1,5197
2nd Year,80e8e69fb2d8,bom benstab en terw example,bom benstab en terw example?,II. DML,2nd-year.pdf,1,3959
2nd Year,cd1394b67d39,briefly describe the techniques that prevent congestion,Briefly describe the techniques that prevent congestion.,CST021_005 |,2nd-year.pdf,1,1769
2nd Year,52af09baad66,briefly explain any one interrupt priority scheme,Briefly explain any one interrupt priority scheme.,MEESHONT [P.T.O.],2nd-year.pdf,1,2078
2nd Year,f1ea198c74fc,briefly explain them,Briefly explain them.,Q4.,2nd-year.pdf,1,5309
2nd Year,4334effa4acf,by taking a suitable,By taking a suitable,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2530
2nd Year,05b8ebd0adb4,by the term logic family,by the term logic family?,DIGITAL ELECTRONICS,2nd-year.pdf,1,9524
2nd Year,48521bfc8e4c,c define hashing how do collisions happen during hashing,c) Define Hashing. How do collisions happen during hashing?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8293
2nd Year,cda1671e6d83,c show the result of inserting the keys,c) Show the result of inserting the keys.,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8334
2nd Year,edc06f6931d3,c w when is a transaction said to be deadlocked,c) w When is a transaction said to be deadlocked?,TCS-404/1880/4,2nd-year.pdf,1,3996
2nd Year,2f8f409a735c,c what are the features of emitter coupled logic logic family,c) What are the features of Emitter Coupled Logic (ECL) logic family?,DIGITAL ELECTRONICS,2nd-year.pdf,1,9533
2nd Year,0a8199f2f8b9,c what are the motives behind attackers conducting cyberattacks,c) What are the motives behind attackers conducting cyberattacks?,CYBER SECURITY,2nd-year.pdf,1,7260
2nd Year,50246967a21f,c what do you mean by confidentiality and explain its threats,c) What do you mean by confidentiality and explain its threats?,CST006_005 | 103.170.70.207,2nd-year.pdf,1,7452
2nd Year,04f3699f087f,c what is congestion,c) What is congestion?,CST021_005 |,2nd-year.pdf,1,1769
2nd Year,116f098bddbf,c what is magnitude comparator,c) What is magnitude comparator?,DIGITAL ELECTRONICS,2nd-year.pdf,1,9504
2nd Year,4a31d6297de1,c what is multiplexer,c) What is multiplexer?,= AC + B��,2nd-year.pdf,1,9270
2nd Year,8d1de7d8f759,c what is multiprocessor,c) What is multiprocessor?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2367
2nd Year,04a3b6ca28eb,c what is the it act of,c) What is the IT Act of 2008?,CST006_005 | 103.170.70.207,2nd-year.pdf,1,7498
2nd Year,598aaf6ecd21,c what is transistor transistor togic,c) What is Transistor Transistor Togic (TTL)?,= AC + B��,2nd-year.pdf,1,9313
2nd Year,0e1696a21112,c why a number of addressing mode is needed,c) Why a number of addressing mode is needed?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2530
2nd Year,280b7dbcfb14,can it be eliminated completely,Can it be eliminated completely?,UNIT - IV,2nd-year.pdf,1,6855
2nd Year,20bae82a5bd3,candidate key and super key with example,candidate key and super key with example?,172-A,2nd-year.pdf,1,3839
2nd Year,6b6efb9b042c,ccd,>cCD,☐ Q0,2nd-year.pdf,1,4779
2nd Year,b82b40b84a2f,chart,Chart?,Q 1.,2nd-year.pdf,1,5117
2nd Year,89e10773c335,cmm,CMM?,P.T.O.,2nd-year.pdf,1,5214
2nd Year,fc2b303f25ec,combinational circuits,Combinational Circuits?,= AC + B��,2nd-year.pdf,1,9304
2nd Year,21dc770cdd42,compare the architecture of risc cisc,Compare the architecture of RISC & CISC?,BEET-404/BITT-404,2nd-year.pdf,1,4925
2nd Year,508d86113726,concurrent execution,concurrent execution?,"G = A CD, E→ AH",2nd-year.pdf,1,6714
2nd Year,e6768f3e7e1d,consider the following set f of,Consider the following set F of,Q4.,2nd-year.pdf,1,8575
2nd Year,52ea4485eaa6,consider the sti asmo following,Consider the sti asmo following,DS-1068],2nd-year.pdf,1,6684
2nd Year,ffe3c976ce46,construct a bit alu with proper diagram,Construct a 32 bit ALU with proper diagram?,Q4.,2nd-year.pdf,1,4948
2nd Year,203f73ca1d76,construct the truth table for a p r,"Construct, the truth table for [(p->q)A(q->r)]-> [p->r]",TCS-301 (CSE) - DISCRETE STRUCTURES,2nd-year.pdf,1,8852
2nd Year,498ec00521b5,control what benefit does rigorous two phase locking provide,control. What benefit does rigorous two- phase locking provide?,DS-1067],2nd-year.pdf,1,6434
2nd Year,db54476654fa,corus mis what do you mean by canonical cover,Corus (c) mis What do you mean by canonical cover?,DS-1068],2nd-year.pdf,1,6684
2nd Year,1cb861815546,cpu when both request a memory transfer,CPU when 915 both request a memory transfer?,510 M,2nd-year.pdf,1,6358
2nd Year,8a80212c90d5,crucial in investigations,crucial in  investigations?,CYBER SECURITY,2nd-year.pdf,1,7270
2nd Year,6fb4f40cc688,d what is memory hierarchy,d) What is memory hierarchy?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2353
2nd Year,8be05dd671c3,d what is program control,d) What is program control?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2369
2nd Year,6d613a1ee01e,database,database?,Q1.,2nd-year.pdf,1,8494
2nd Year,25ed735750c5,dba,DBA?,DBA?,2nd-year.pdf,1,3856
2nd Year,388ad1c312a4,dd,>dd,☐ Q0,2nd-year.pdf,1,4781
2nd Year,7da0c9cbe9b3,ddl and dml,DDL and DML?,DS-1068],2nd-year.pdf,1,6591
2nd Year,19d2a2b528b9,deadlock occur,deadlock occur?,"G = A CD, E→ AH",2nd-year.pdf,1,6723
2nd Year,a22c6a976d98,define,(c) Define,Q 1.,2nd-year.pdf,1,5117
2nd Year,6058e459a4a8,define a null value,Define a NULL value?,TCS-404/1880/4,2nd-year.pdf,1,3882
2nd Year,176771716fd3,define doubly linked list write a program to print out the elements of a singly od nedonu linked list,Define Doubly Linked List. Write a program to print out the elements of a singly Od nedonu linked list.,B.TECH. (SEMESTER-III) HASSO,2nd-year.pdf,1,7876
2nd Year,61d5de5314ed,define e r diagram draw e r diagram with customer loan and payment sets,"Define E-R Diagram. Draw E-R diagram with Customer, Loan and Payment sets.",Q2.,2nd-year.pdf,1,8510
2nd Year,3c3ac6c35d48,define each briefly,define each briefly.,Q4.,2nd-year.pdf,1,5321
2nd Year,40d34d65b5f8,define exception and explain two of its kinds,Define exception and explain two of its kinds.,(VI,2nd-year.pdf,1,2108
2nd Year,e9ae2274779b,define inf and nf,Define INF and 2NF.,DS-1068],2nd-year.pdf,1,6680
2nd Year,12b9f41e2d9e,define relational algebra operation cross product,Define Relational Algebra Operation Cross product,Q2.,2nd-year.pdf,1,8520
2nd Year,aed2e02ef5f0,define simple graph directed graph cyclic and acyclic graphs,"Define simple graph, directed graph,cyclic and acyclic graphs.","III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8290
2nd Year,cebdfd932c61,define strobe,Define strobe,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2461
2nd Year,1cbe08eae71f,define synchronization,Define synchronization.,CST007,2nd-year.pdf,1,2278
2nd Year,2116cbac22c2,define the cache memory along with its significance,Define the cache memory along with its significance.,SECTION B,2nd-year.pdf,1,2056
2nd Year,3e9a3735c2b2,define the following,Define the following:,(VI,2nd-year.pdf,1,2116
2nd Year,3e9a3735c2b2,define the following,Define the following:,Q 1.,2nd-year.pdf,1,5121
2nd Year,62661286b223,define the term interrupt exception fault and trap list the four major processing units in an microprocessor and describe the function of each onsdw viiteul stubosong sonam nesvied sisimeniftia attempt any two parts of the following om draw typical minimum mode configuration and explain function of two signals used in minimum mode describe memory mapped with suitable example sovho state its advantage over mapped,"Define the term interrupt, exception, fault, and trap. List the four major processing units in an 80286 microprocessor and describe the function of each. onsdw Viiteul stubosong Sonam nesvied sisimeniftia Attempt any Two parts of the following om 10×2=20 (a) Draw typical 8086 minimum mode configuration and explain function of two signals used in minimum mode. (b) Describe memory mapped 1/0 with suitable example. sovho State its advantage over 1/0 mapped 1/0.",VOM,2nd-year.pdf,1,2866
2nd Year,33e11faad602,define various control,Define various control,(7.5X2),2nd-year.pdf,1,1126
2nd Year,0c53ef831070,degree is how many number of leaf nodes in the binary tree,degree 2  is 10. How many number of leaf nodes in the binary tree?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8420
2nd Year,e2fedeb36263,dequeue evaluate the value of s q,dequeue();  Evaluate the value of s + q?,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8391
2nd Year,dbc3503fab01,describe,Describe,Q 1.,2nd-year.pdf,1,5174
2nd Year,ea484037d25f,describe briefly,Describe briefly,DS-1067],2nd-year.pdf,1,6323
2nd Year,6b00346979bf,describe different level of cmm in detail,Describe different level of CMM in detail.,P.T.O.,2nd-year.pdf,1,5214
2nd Year,515670181244,describe following characteristics of logic families,Describe following characteristics of logic families-,BLOH 00:50 T,2nd-year.pdf,1,9150
2nd Year,0513ba3a09ed,describe how unix is more secured than other,Describe how UNIX is more secured than other,"(SEM. IV) EXAMINATION, 2012 UNIX & SHELL PROGRAMMING",2nd-year.pdf,1,7022
2nd Year,80f5777d6b25,describe library functions and system calls with an example,Describe Library functions and system calls with an example.,(OS =AX2),2nd-year.pdf,1,7164
2nd Year,cc14a885e9c8,describe of different type of,Describe of Different type of,Q 1.,2nd-year.pdf,1,5168
2nd Year,f48740cc6208,describe sdram and ddr sd ram operations for data transfer between main,Describe SDRAM and DDR SD RAM operations for data transfer between main,[P.T.O.],2nd-year.pdf,1,1889
