year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
3rd Year,beb952e847bd,and microprocessor,80386 and 80486 microprocessor?,General Computer Science,CSE-3rd-year.pdf,1,5032
3rd Year,ed0801914378,and why,and why?,General Computer Science,CSE-3rd-year.pdf,1,5726
3rd Year,507d9c0648b0,and why are they important in databases,and why are they important in databases?,Database Management System,CSE-3rd-year.pdf,1,7031
3rd Year,a64bdc61e48c,anova provide an example of when anova would be used,ANOVA. Provide an  example of when ANOVA would be used?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6893
3rd Year,1b992db01de0,answer any two parts of the following,170.70.207 | 18/06/2025 12Answer any two parts of the following. (10x2= 20),ST021_005 | 103.170.7,CSE-3rd-year.pdf,1,2325
3rd Year,1b992db01de0,answer any two parts of the following,170.70.207 | 18/06/202Answer any two parts of the following. (10x2= 20),CST021_005 |,CSE-3rd-year.pdf,1,2364
3rd Year,3c02c101f6fa,answer any two parts of the following a what is the data model,Answer any two parts of the following. (10x2= 20) a) (i) What is the Data Model?,Database Management System,CSE-3rd-year.pdf,1,6977
3rd Year,f380cbcd9a79,architecture,architecture?,ΑΠΟ ΠΟ,CSE-3rd-year.pdf,1,6225
3rd Year,f78c5a76a138,are there any conflict entries,Are there any conflict entries?,OM HOR,CSE-3rd-year.pdf,1,5432
3rd Year,8b3c2ce1b48e,assumptions made in the case of non parametric tests,assumptions made in the  case of Non-Parametric tests?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6896
3rd Year,e44ea7dfe894,attached to production,attached to production?,S🡪AA,CSE-3rd-year.pdf,1,1193
3rd Year,1d6a9fe8214c,attempt any four,Attempt any four:,Computer Networks,CSE-3rd-year.pdf,1,2145
3rd Year,3fae9237dd4a,attempt any four of the following,2. Attempt any four of the following:,Computer Graphics,CSE-3rd-year.pdf,1,3533
3rd Year,eff23463dd3b,attempt any four parts of the following,1. Attempt any four parts of the following:,NETWORKS,CSE-3rd-year.pdf,1,2414
3rd Year,eff23463dd3b,attempt any four parts of the following,2. Attempt any four parts of the following:,General Computer Science,CSE-3rd-year.pdf,1,2445
3rd Year,eff23463dd3b,attempt any four parts of the following,Attempt any FOUR parts of the following,General Computer Science,CSE-3rd-year.pdf,1,386
3rd Year,eff23463dd3b,attempt any four parts of the following,Attempt any FOUR parts of the following.,NOTE:,CSE-3rd-year.pdf,1,348
3rd Year,ff14e1c3a6cc,attempt any four questions,Attempt any four questions(4 × 5 = 20),General Computer Science,CSE-3rd-year.pdf,1,1289
3rd Year,829b528241be,attempt any two of the following,3. Attempt any two of the following:,General Computer Science,CSE-3rd-year.pdf,1,3562
3rd Year,829b528241be,attempt any two of the following,4. Attempt any two of the following:,General Computer Science,CSE-3rd-year.pdf,1,3578
3rd Year,829b528241be,attempt any two of the following,5. Attempt any two of the following:,General Computer Science,CSE-3rd-year.pdf,1,3614
3rd Year,618e82323171,attempt any two parts of the following,5. Attempt any two parts of the following:,General Computer Science,CSE-3rd-year.pdf,1,2517
3rd Year,618e82323171,attempt any two parts of the following,Attempt any TWO parts of the following,5 X 4,CSE-3rd-year.pdf,1,410
3rd Year,b4084b27c67c,attempt any two questions,5. Attempt any two Questions:,T -> T*FIF,CSE-3rd-year.pdf,1,1457
3rd Year,0b24173904cf,b c what is activation record,(a*b)+(c-d)*(a*b)+b c) What is activation record?,General Computer Science,CSE-3rd-year.pdf,1,1026
3rd Year,bd78d3f576b4,b describe map reduce framework in detail,b) Describe map reduce framework in detail?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6931
3rd Year,7c77038feda3,b draw the syntax tree and dag for the following expression,b) Draw the syntax tree and DAG for the following expression:,Compiler Design,CSE-3rd-year.pdf,1,1025
3rd Year,39f828db0518,b explain the positional parameters in unix,b) Explain the positional parameters in Unix?,Operating Systems,CSE-3rd-year.pdf,1,4054
3rd Year,734b00440486,b explain the process of installing hive features of hive,b) Explain the process of installing HIVE & features of HIVE?,Operating Systems,CSE-3rd-year.pdf,1,6914
3rd Year,32afc057185d,b explain the steps involved,(5 marks)  b) Explain the steps involved,Database Management System,CSE-3rd-year.pdf,1,7031
3rd Year,1e86a9ce72f4,b how will you carry out independence of attributes test,b) How will you carry out Independence of Attributes test?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6868
3rd Year,ec59d2159ff3,b o big oh,b) O (Big-Oh?,General Computer Science,CSE-3rd-year.pdf,1,7527
3rd Year,cf63be6a4460,b what are different routing algorithms,b) What are different routing algorithms?,CST021_005 |,CSE-3rd-year.pdf,1,2360
3rd Year,1c784f369475,b what is a boot block super block and data block,"b) What is a Boot block, super block and data block?",General Computer Science,CSE-3rd-year.pdf,1,4187
3rd Year,cb9721a7f575,b what is code optimization,b) What is code optimization?,General Computer Science,CSE-3rd-year.pdf,1,1073
3rd Year,1fb76b6d4933,b what is computer graphics,b. what is computer graphics?,(4X5=20),CSE-3rd-year.pdf,1,500
3rd Year,1fc6bd0e57dd,b what is difference between prim s and kruskal s algorithm,b) What is difference between Prim’s and Kruskal’s algorithm?,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3061
3rd Year,4a29b73ef128,b what is osi model,b) What is OSI model?,Computer Networks,CSE-3rd-year.pdf,1,2320
3rd Year,e62af65c9869,b what is zookeeper explain its features with applications,b) What is Zookeeper explain its features with applications?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6923
3rd Year,20a7a245e6af,backward chaining in inference engine of expert system,backward chaining in inference engine of expert system?,Artificial Intelligence,CSE-3rd-year.pdf,1,5166
3rd Year,21480c8c819c,be the correct code,be the correct code?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3213
3rd Year,92f30ccd8c0b,besu po,besu PO,A B C D,CSE-3rd-year.pdf,1,3874
3rd Year,b2db08f5cf51,between a port address a logical address and a physical address,"between a port address, a logical address and a physical address?",Computer Networks,CSE-3rd-year.pdf,1,2159
3rd Year,f92c9b01f65a,between informed and uninformed search strategies in ai,between informed and uninformed search strategies in AI?,Artificial Intelligence,CSE-3rd-year.pdf,1,19
3rd Year,decbb600b13b,binomial trees,Binomial trees?,General Computer Science,CSE-3rd-year.pdf,1,6655
3rd Year,4d7be7dcbbc1,blocks f what is control and data flow analysis,Blocks. f) What is control and data flow analysis?,General Computer Science,CSE-3rd-year.pdf,1,1031
3rd Year,f4dba81fc002,bop in what is difference between inductive deductive abductive learning,"bop(A) in What is difference between inductive, deductive, abductive learning?",10X 2,CSE-3rd-year.pdf,1,454
3rd Year,cc56ed1a9dd1,briefly,(ii) Briefly,Artificial Intelligence,CSE-3rd-year.pdf,1,66
3rd Year,cd1394b67d39,briefly describe the techniques that prevent congestion,Briefly describe the techniques that prevent congestion.,CST021_005 |,CSE-3rd-year.pdf,1,2372
3rd Year,3152bd223a8f,briefly explain the,Briefly explain the,DATA ANALYTICS,CSE-3rd-year.pdf,1,6895
3rd Year,9668654ebded,bs what is an intelligent agent,(d) bs What is an intelligent agent?,Artificial Intelligence,CSE-3rd-year.pdf,1,5107
3rd Year,967024626345,buffer method and its disadvantages,Buffer Method and its disadvantages,General Computer Science,CSE-3rd-year.pdf,1,802
3rd Year,82d0c3da0468,builder classes,Builder classes?,General Computer Science,CSE-3rd-year.pdf,1,4389
3rd Year,3ef63bcd1dd1,business in detail,Business in detail?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6926
3rd Year,b3f6e7edefd0,by mime headers why,by MIME headers why?,General Computer Science,CSE-3rd-year.pdf,1,5660
3rd Year,9d69063f6e61,c explain grouping join cogroup cross group in data,"c) Explain Grouping, Join, CoGroup, Cross, & Group in data?",DATA ANALYTICS,CSE-3rd-year.pdf,1,6916
3rd Year,b47f9b65f451,c explain the following commands,c) Explain the following commands?,General Computer Science,CSE-3rd-year.pdf,1,4062
3rd Year,8fd39428a753,c in a two way anova the number of,"c) In a two-way ANOVA, the number of",DATA ANALYTICS,CSE-3rd-year.pdf,1,6885
3rd Year,d0673c0acb50,c what are joins,c) What are Joins?,Database Management System,CSE-3rd-year.pdf,1,6995
3rd Year,e5447f3f5e0b,c what is big data,c) What is Big Data?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6870
3rd Year,04f3699f087f,c what is congestion,c) What is congestion?,CST021_005 |,CSE-3rd-year.pdf,1,2372
3rd Year,b5027396ae7d,c what is lalr parser,c) What is LALR parser?,Compiler Design,CSE-3rd-year.pdf,1,1056
3rd Year,7569005356f6,c what is open source technology,c) What is open-source technology?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6933
3rd Year,c158caa3cd06,c what is randomized algorithm,c) What is randomized algorithm?,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3094
3rd Year,330290c64918,c what is unicast routing,c) What is unicast routing?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3243
3rd Year,2ecc33473c6b,clipping procedure in detail,clipping procedure in detail?,Computer Graphics,CSE-3rd-year.pdf,1,816
3rd Year,1f12cf7dd36b,codes,codes?,General Computer Science,CSE-3rd-year.pdf,1,1674
3rd Year,37929e0a3b9a,commands,commands?,General Computer Science,CSE-3rd-year.pdf,1,4042
3rd Year,df52c918d94e,compare and contrast csma cd with csma ca,Compare and contrast CSMA/CD with CSMA/CA.,General Computer Science,CSE-3rd-year.pdf,1,2454
3rd Year,d9625fca09a7,compare and contrast tcp with rtp are both doing the same things,Compare and contrast TCP with RTP. Are both doing the same things?,Computer Networks,CSE-3rd-year.pdf,1,2546
3rd Year,81c9bafce0ff,compare p and np,Compare P and NP.,General Computer Science,CSE-3rd-year.pdf,1,6780
3rd Year,2d3d57cb8939,compare the orthographic and oblique types of parallel projections and also explain,Compare the orthographic and oblique types of parallel projections and also explain,General Computer Science,CSE-3rd-year.pdf,1,734
3rd Year,f3b666877354,compute worst time complexity of this algorithm,Compute worst time complexity of this algorithm?,General Computer Science,CSE-3rd-year.pdf,1,7623
3rd Year,24f08a134c98,computers jabal and pcs,computers Jabal and PCs ?,Operating Systems,CSE-3rd-year.pdf,1,6201
3rd Year,11713c8b8632,consider both the,Consider both the,General Computer Science,CSE-3rd-year.pdf,1,6248
3rd Year,de8acbe23cf9,construct the set of lr items for this,Construct the set of LR(1) items for this,General Computer Science,CSE-3rd-year.pdf,1,1056
3rd Year,d6365ebb495b,constructed and how can inference be performed using it,"constructed, and how can  inference be performed using it?",Artificial Intelligence,CSE-3rd-year.pdf,1,55
3rd Year,649895bbd6cf,contd,[Contd...,General Computer Science,CSE-3rd-year.pdf,1,5599
3rd Year,d31e12a38bcc,crt,CRT?,(4X5=20),CSE-3rd-year.pdf,1,506
3rd Year,eaab99aec218,d differentiate between null and alternative hypotheses,d) Differentiate between Null and Alternative Hypotheses?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6872
3rd Year,1009a5ac8b03,d how queen s problem can be solved using back tracking,d) How 8-Queen’s problem can be solved using back tracking?,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3019
3rd Year,1dbbc55c16f3,d what are data processing operations in pig,d) What are data processing operations in PIG?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6890
3rd Year,abd16be2c8a9,d what is ip addressing,d) What is IP addressing?,Computer Networks,CSE-3rd-year.pdf,1,3148
3rd Year,a22c6a976d98,define,Define,General Computer Science,CSE-3rd-year.pdf,1,7545
3rd Year,c737ee258803,define complete kmp algorithm for string matching it should give the preprocessing and searching algorithms separately given the pattern and string,Define complete KMP algorithm for string matching. It should give the preprocessing and searching algorithms separately. Given the pattern: 101001 and string:,General Computer Science,CSE-3rd-year.pdf,1,6685
3rd Year,3db80ca5b8ed,define eulerian and hamiltonian graph draw a,Define Eulerian and Hamiltonian graph. Draw a,Computer Graphics,CSE-3rd-year.pdf,1,6012
3rd Year,70fd402522d6,define expert system also explain mycin expert system,Define expert system. Also explain MYCIN expert system.,Artificial Intelligence,CSE-3rd-year.pdf,1,297
3rd Year,916aa03e85bb,define heuristic search explain the steps in best first search and illustrate it,"Define ""Heuristic Search"". Explain the steps in ""Best First Search"" and illustrate it",Artificial Intelligence,CSE-3rd-year.pdf,1,129
3rd Year,994fe0438389,define incidence matrix of a graph prove that if a is an incidence matrix of a connected graph g with n vertices then rank of a is n,Define incidence matrix of a graph. Prove that if A(G) is an incidence matrix of a connected graph G with n vertices then rank of A(G) is n-1.,Computer Graphics,CSE-3rd-year.pdf,1,6128
3rd Year,5a942dbc380a,define queue and its possible operations,Define Queue and its possible operations.,Data Structures,CSE-3rd-year.pdf,1,6790
3rd Year,84b6f1f23d7f,define the asymptotic notations used for best case average case and worst case analysis of algorithms,Define the asymptotic notations used for best case average case and worst case analysis of algorithms.,General Computer Science,CSE-3rd-year.pdf,1,6416
3rd Year,0613dc7b2bb1,define the code optimization with the help of any example,Define the code optimization with the help of any example.,General Computer Science,CSE-3rd-year.pdf,1,1617
3rd Year,a6178e16c93f,define the terms eccentricity and center in,Define the terms eccentricity and center in,M03-29T,CSE-3rd-year.pdf,1,6043
3rd Year,4efe157104a3,define the various data compression techniques used in network,(10 × 2 = 20) Define the various data compression techniques used in network?,Computer Networks,CSE-3rd-year.pdf,1,2525
3rd Year,c615c1daa535,define third normal form discuss the differences between nf and nf with examples why is nf important in database design,Define Third Normal Form (3NF). Discuss the differences between 2NF and 3NF with examples. Why  is 3NF important in database design? (10 marks),Database Management System,CSE-3rd-year.pdf,1,7008
3rd Year,040922e4ca61,define windowing and viewport derive window to viewport transformation,Define windowing and viewport. Derive window to viewport transformation.,Computer Graphics,CSE-3rd-year.pdf,1,2014
3rd Year,242171d53549,describe boot strapping and its uses in compiler design,Describe Boot strapping and its uses in compiler design.,Compiler Design,CSE-3rd-year.pdf,1,1287
3rd Year,b6723eb66c3a,describe d projection,Describe 3-D projection,Computer Graphics,CSE-3rd-year.pdf,1,814
3rd Year,f09210498f28,describe namenode datanode and block explain,"Describe namenode, datanode and block. Explain",DATA ANALYTICS,CSE-3rd-year.pdf,1,6920
3rd Year,c8e2fad04ceb,describe optimal binary search tree using dynamic programming approach c describe chained matrix multiplication recurrence relation consider a a a and a be four matrices of dimensions and respectively describe the minimum number of scalar multiplications,"Describe optimal binary search tree (BST) using dynamic programming approach. (10 marks) c) Describe chained matrix multiplication recurrence relation. Consider A1, A2, A3 and A4 be four  matrices of dimensions 10×5, 5×20, 20×10 and 10×5, respectively. Describe the minimum number of  scalar multiplications",Discrete Structures,CSE-3rd-year.pdf,1,7706
3rd Year,b2d395fd707f,describe the bootstrapping and its importance,Describe the bootstrapping and its importance,BCST-603,CSE-3rd-year.pdf,1,4660
3rd Year,356a3d29d8be,describe the chromatic number required using graph coloring technique of the given connected graph,Describe the chromatic number required using graph coloring  technique of the given connected graph. (10,Computer Graphics,CSE-3rd-year.pdf,1,7664
3rd Year,74e718c5e2aa,describe the cohen sutherland polygon algorithm with suitable example,Describe the Cohen Sutherland polygon algorithm with suitable example.,Computer Graphics,CSE-3rd-year.pdf,1,2030
3rd Year,aee25fe9468b,describe the following,Describe the following :,General Computer Science,CSE-3rd-year.pdf,1,7685
3rd Year,c6f632cec543,describe the preemptive and non preemptive,Describe the preemptive and non-preemptive,General Computer Science,CSE-3rd-year.pdf,1,3732
3rd Year,17dccc2101d2,describe the tasks that are performed by semantic analysis phase of compiler,Describe the tasks that are performed by semantic analysis phase of compiler.,Compiler Design,CSE-3rd-year.pdf,1,1555
3rd Year,13f1d84a15b3,describe the techniques that prevent,Describe the techniques that prevent,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3188
3rd Year,e1b25b50dad2,describe the various storage management techniques in detail also describe,Describe the various storage management techniques in detail. Also describe,T -> T*FIF,CSE-3rd-year.pdf,1,1465
3rd Year,f2a365b41708,describe the various technologies that can be used to form a lan,Describe the various technologies that can be used to form a LAN.,General Computer Science,CSE-3rd-year.pdf,1,5695
3rd Year,f244d1d2f201,describe the working principle of carrier sense multiple access with collision,Describe the working principle of Carrier sense multiple access with collision,Computer Networks,CSE-3rd-year.pdf,1,2133
3rd Year,c28d2a593baf,describe three circumstances under which blocking,Describe three circumstances under which blocking,General Computer Science,CSE-3rd-year.pdf,1,6153
3rd Year,8cc1db608374,detect the presence of a negative weight cycle,detect the  presence of a negative weight cycle?,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3014
3rd Year,4fad1dd35c7e,determine whether the given r is in nf,determine  whether the given R is in 2NF?,Database Management System,CSE-3rd-year.pdf,1,7007
3rd Year,d279a1ff318b,different from csma ca protocol,different from CSMA/CA  protocol?,ST021_005 | 103.170.7,CSE-3rd-year.pdf,1,2335
3rd Year,9f5534a8ca11,different from dhcp,different from DHCP?,CST021_005 |,CSE-3rd-year.pdf,1,2355
3rd Year,232279857c17,differentiate among divide and conquer dynamic programming and,"Differentiate among Divide and conquer, Dynamic Programming and",General Computer Science,CSE-3rd-year.pdf,1,6784
3rd Year,55da2e163881,differentiate between,Differentiate between,NETWORKS,CSE-3rd-year.pdf,1,2432
3rd Year,2cb56df1c5c7,differentiate between beam penetration and shadow mask method using suitable,Differentiate between beam-penetration and shadow mask method using suitable,General Computer Science,CSE-3rd-year.pdf,1,1777
3rd Year,3fb3fb7f854c,differentiate between bezier and b spline curve,Differentiate between Bezier and B-spline curve.,Computer Graphics,CSE-3rd-year.pdf,1,1761
3rd Year,988cd3601be7,differentiate between bfs and dfs,Differentiate between BFS and DFS.,General Computer Science,CSE-3rd-year.pdf,1,6796
3rd Year,06b9b0c13419,differentiate between circuit switching packet switching and message,"Differentiate between Circuit Switching, Packet Switching and Message",Computer Networks,CSE-3rd-year.pdf,1,2173
3rd Year,0f16a05583bb,differentiate between flow control and error control what is the difference,Differentiate between Flow control and Error control. What is the difference,Computer Networks,CSE-3rd-year.pdf,1,2157
3rd Year,356991526738,differentiate between greedy and dynamic algorithms with appropriate examples,Differentiate between Greedy and Dynamic Algorithms with appropriate examples?,DESIGN & ANALYSIS OF ALGORITHM,CSE-3rd-year.pdf,1,6611
3rd Year,d90879ffa94b,differentiate between osi and tcp ip reference models,Differentiate between OSI and TCP/IP reference models.,Computer Networks,CSE-3rd-year.pdf,1,2131
3rd Year,d8a14ac3b7da,differentiate between passive and active ftp what are the,Differentiate between passive and active FTP. What are the,General Computer Science,CSE-3rd-year.pdf,1,2534
3rd Year,abedf4445950,differentiate between raster scan and random scan systems,Differentiate between raster scan and random scan systems.,Computer Graphics,CSE-3rd-year.pdf,1,1816
3rd Year,fcd88527f1a5,differentiate between symmetric key cryptography and,Differentiate between symmetric key cryptography and,Cryptography and Network Security,CSE-3rd-year.pdf,1,2509
3rd Year,a01c63cfb32d,differentiate between tcp and udp with frame format,differentiate  between TCP and UDP with frame format.,Computer Networks,CSE-3rd-year.pdf,1,3200
3rd Year,33198488f0ad,differentiate the syntactic phase errors and semantic errors,Differentiate the syntactic phase errors and semantic errors.,General Computer Science,CSE-3rd-year.pdf,1,1613
3rd Year,1b7949a7060d,discuss,(ii) Discuss,Artificial Intelligence,CSE-3rd-year.pdf,1,19
3rd Year,577007e09432,discuss all types of joins with the help of suitable examples,Discuss all types of Joins with the help of suitable examples.,Database Management System,CSE-3rd-year.pdf,1,6995
3rd Year,46ee780f6c2f,discuss analysis of variances and correlation indicators of linear,Discuss Analysis of Variances (ANOVA) and correlation indicators of linear,General Computer Science,CSE-3rd-year.pdf,1,4704
